"keywords","year","_desc","_url","id"
"#EVENT,#INSPIRATION,#INTELLIGENCECOLLECTIVE,#INTERNATIONAL,#INTERNATIONALMEETING,#MMLIFEDESIGN,#THEFUTUREOFWORK,#WORLDINEMOTION","2019","#forumocde #worldinemotion #intelligencecollective #event #ocde #mmlifedesign #inspiration #internationalmeeting #thefutureofwork","https://www.instagram.com/p/BxvCI8dCdEq/","2019-05-21 20.37.38 2048865799070496642_forumocde"
"#ECONOMICS","2019","Great couple of days @the_oecd - plenty of interviews plus very much enjoyed moderating the Global Economic Outlook as well as Digital Trade panels ... lots of food for thought. The world as we know it is being disrupted from all angles: politically  demographically  economically  technologically.. so much to think about but most important question is: how can we make growth more inclusive? #oecdforum #forumocde #economics","https://www.instagram.com/p/BxwyAezADjk/","2019-05-22 12.55.06 2049357765847038180_forumocde"
"#ECONOMICS","2019","Great couple of days @the_oecd - plenty of interviews plus very much enjoyed moderating the Global Economic Outlook as well as Digital Trade panels ... lots of food for thought. The world as we know it is being disrupted from all angles: politically  demographically  economically  technologically.. so much to think about but most important question is: how can we make growth more inclusive? #oecdforum #forumocde #economics","https://www.instagram.com/p/BxwyAezgqxT/","2019-05-22 12.55.06 2049357765855587411_forumocde"
"#ECONOMICS","2019","Great couple of days @the_oecd - plenty of interviews plus very much enjoyed moderating the Global Economic Outlook as well as Digital Trade panels ... lots of food for thought. The world as we know it is being disrupted from all angles: politically  demographically  economically  technologically.. so much to think about but most important question is: how can we make growth more inclusive? #oecdforum #forumocde #economics","https://www.instagram.com/p/BxwyAe0ACWG/","2019-05-22 12.55.06 2049357765863810438_forumocde"
"#ECONOMICS","2019","Great couple of days @the_oecd - plenty of interviews plus very much enjoyed moderating the Global Economic Outlook as well as Digital Trade panels ... lots of food for thought. The world as we know it is being disrupted from all angles: politically  demographically  economically  technologically.. so much to think about but most important question is: how can we make growth more inclusive? #oecdforum #forumocde #economics","https://www.instagram.com/p/BxwyAe0AdGX/","2019-05-22 12.55.06 2049357782053856523_forumocde"
"#FRANCE,#PAR,#PARIS,#POLICY","2019","#OECDForum 2019: A Complete List of Confirmed Speakers⠀ ⠀ Looks like this is the place to be this month! An amazing place to meet and connect with influencers  policy-makers and though leaders⠀ ⠀ http://snip.ly/dd90gy⠀ ⠀ via @the_oecd  #oecd #policy #forum #Conference #paris #france","https://www.instagram.com/p/BxKx5o2H0Zz/","2019-05-07 18.43.00 2038661246485481075_OECDForum"
"","2019","Only 10 days to go until the 20th anniversary #OECDForum  and the transformation of our headquarters in Paris has begun! Stay tuned for more behind-the-scenes. Want to attend or follow Forum sessions live on May 20-21? Click the link in our bio. Photo:OECD/Victor Tonelli","https://www.instagram.com/p/BxSV-g9g3t2/","2019-05-10 17.12.58 2040790236128312182_OECDForum"
"","2019","Only 10 days to go until the 20th anniversary #OECDForum  and the transformation of our headquarters in Paris has begun! Stay tuned for more behind-the-scenes. Want to attend or follow Forum sessions live on May 20-21? Click the link in our bio. Photo:OECD/Victor Tonelli","https://www.instagram.com/p/BxSV-g_AeIj/","2019-05-10 17.12.58 2040790236153373219_OECDForum"
"","2019","Only 10 days to go until the 20th anniversary #OECDForum  and the transformation of our headquarters in Paris has begun! Stay tuned for more behind-the-scenes. Want to attend or follow Forum sessions live on May 20-21? Click the link in our bio. Photo:OECD/Victor Tonelli","https://www.instagram.com/p/BxSV-g-guNn/","2019-05-10 17.12.58 2040790254851610342_OECDForum"
"#FRANCE,#PAR,#PARIS,#WORK","2019","Break time 🕤 - - #workinprogress #oecd #work #group #businesswoman #pr #businessquote #vsco #paris #people #france #oecdforum","https://www.instagram.com/p/BxUwtjSneac/","2019-05-11 15.45.01 2041470767607965340_OECDForum"
"","2019","The #OECDforum is just a week away and are nearly ready to welcome thousands of participants to share about the World in EMotion","https://www.instagram.com/p/Bxbw5kfi0Jr/","2019-05-14 09.01.21 2043441918369284715_OECDForum"
"","2019","Crown Princess Mary of Denmark speaking at the 2017 OECD Forum. We-re so excited to be heading off with our 2019 delegates to the OECD Forum this weekend 🤗 . . . . #globalvoices #australia #youthleaders #futureleaders #changemakers #gamechangers #globalvoicesunite #australianyouth #ngo #youthvoices #leader #change #OECD2019 #OECDForum","https://www.instagram.com/p/Bxb0jqggZ5D/","2019-05-14 09.33.18 2043458005185437251_OECDForum"
"","2019","📆 Venez nous rencontrer au 20e Forum de l’OCDE le 20 et 21 mai.  #forumOCDE #OECDForum #engagement #formationpolitique","https://www.instagram.com/p/BxeYNruIbCu/","2019-05-15 09.23.21 2044177774287106222_OECDForum"
"#AI,#EMOTION,#PEOPLEPOWER,#THEFUTUREOFWORK","2019","#OECDForum 2019 is almost upon us: “A World in EMotion” #emotion #motion #thefutureofwork #AI #NewSocietalContract #Peoplepower #EconomicOutlook Details of event👉www.oecd.org/forum Join our online #ForumNetwork 👉www.oecd-forum.org","https://www.instagram.com/p/Bxe5hYpiK1V/","2019-05-15 14.14.28 2044324263733275989_OECDForum"
"#AI,#EMOTION,#PEOPLEPOWER,#THEFUTUREOFWORK","2019","#OECDForum 2019 is almost upon us: “A World in EMotion” #emotion #motion #thefutureofwork #AI #NewSocietalContract #Peoplepower #EconomicOutlook Details of event👉www.oecd.org/forum Join our online #ForumNetwork 👉www.oecd-forum.org","https://www.instagram.com/p/Bxe5hYoiFlK/","2019-05-15 14.14.28 2044324296532703329_OECDForum"
"","2019","How can we restore trust and integrity? Experts from around the world will weigh at the #oecdforum  May 20-21. For more info please click the link in our bio.","https://www.instagram.com/p/Bxe96Mrg7Xg/","2019-05-15 14.55.33 2044343561054565856_OECDForum"
"","2019","Optio Alfa team vyráža smer Paríž #oecdforum","https://www.instagram.com/p/BxhGNZ3ionY/","2019-05-16 10.43.45 2044943015210551768_OECDForum"
"","2019","Optio Alfa team vyráža smer Paríž #oecdforum","https://www.instagram.com/p/BxhGOVgim7E/","2019-05-16 10.43.53 2044943079249178308_OECDForum"
"","2019","Ready (almost) for next week #OECDForum #OECD","https://www.instagram.com/p/BxhkQ5MCEpZ/","2019-05-16 15.06.22 2045075196394097241_OECDForum"
"","2019","Within the movement for equality between women and men  evidence is an essential tool for both social progress and the public policy to support it. During the 20th #OECDforum World in EMotion WPL will host a Discovery Lab session on the #ReykjavikIndex for Leadership. ⠀ More information at https://www.womenpoliticalleaders.org/event/wpl-at-the-oecd-forum/","https://www.instagram.com/p/Bxh1b6BAjZ3/","2019-05-16 17.36.26 2045150719987824247_OECDForum"
"#THEFUTUREOFWORK","2019","Are we ready for #thefutureofwork? Experts from around the world will weigh in at the #oecdforum  May 29-21. For more info please click the link in our bio.","https://www.instagram.com/p/Bxh4aT3gvCo/","2019-05-16 18.08.12 2045163804446355624_OECDForum"
"","2019","One year ago exactly since the last @the_oecd conference. Looking forward to being a part of it again this year on Monday & Tuesday next week... so much going on with tariffs  digital tax  European elections  geopolitics ... lots of convos to be had. Stay tuned on @cnbcinternational ;) #OECDForum #OECD2019 #TBT #OneYearAgo #Journalist #Moderator #BusinessNews","https://www.instagram.com/p/BxiHVYWAWLU/","2019-05-16 20.12.49 2045229436353209044_OECDForum"
"","2019","Behind the scene pictures of the #OECDForum set-up. Follow @the_oecd and discover more pictures and stories starting about the event starting Monday 20th at 9am","https://www.instagram.com/p/Bxke6Ezi6AS/","2019-05-17 18.17.22 2045896063017787410_OECDForum"
"","2019","Behind the scene pictures of the #OECDForum set-up. Follow @the_oecd and discover more pictures and stories starting about the event starting Monday 20th at 9am","https://www.instagram.com/p/Bxke6E0iz-v/","2019-05-17 18.17.22 2045896063034539951_OECDForum"
"","2019","Behind the scene pictures of the #OECDForum set-up. Follow @the_oecd and discover more pictures and stories starting about the event starting Monday 20th at 9am","https://www.instagram.com/p/Bxke6E1CodJ/","2019-05-17 18.17.22 2045896063042881353_OECDForum"
"","2019","Behind the scene pictures of the #OECDForum set-up. Follow @the_oecd and discover more pictures and stories starting about the event starting Monday 20th at 9am","https://www.instagram.com/p/Bxke6EzC2Rx/","2019-05-17 18.17.22 2045896101580202561_OECDForum"
"","2019","Tomorrow 18th May 2019 is International Museum day. @icomofficiel  @tarqmumbai #sustainablemuseum #sustainablemuseums #sustainablefuture #PopUpMuseum #autopolisphilia #OECDculture  #oecdforum","https://www.instagram.com/p/BxkoIDag4fZ/","2019-05-17 19.37.52 2045936606015358937_OECDForum"
"","2019","Tomorrow 18th May 2019 is International Museum day. @icomofficiel  @tarqmumbai #sustainablemuseum #sustainablemuseums #sustainablefuture #PopUpMuseum #autopolisphilia #OECDculture  #oecdforum","https://www.instagram.com/p/BxkoIDZgeYM/","2019-05-17 19.37.52 2045936620452166785_OECDForum"
"#SDG","2019","With my friend @nurhayatialiassegaf a loyal member of  @the_oecd Global Parliamentary Network who has come all the way from #Indonesia to join us for  #OECDForum 2019 A World in EMotion #oecdparl #sdg","https://www.instagram.com/p/Bxk039KijNu/","2019-05-17 21.29.14 2045992674397926254_OECDForum"
"","2019","We are almost ready to welcome 4K participants and speakers to the 2019 OECD Forum. Can’t make it? Please click the link on our bio and find out how you can join the conversations 😀","https://www.instagram.com/p/BxmUM4YHF7O/","2019-05-18 11.22.13 2046411926784466638_OECDForum"
"#FRANCE,#PAR,#SLOVAKIA","2019","Od pondelka sme v Paríži 🌍 Medirex sa na kongrese OECD predstaví s virtuálnym laboratóriom 🔍 Návštevníci si môžu nechať urobiť vybrané vyšetrenia a výsledok dostanú do aplikácie v mobile 👏  #medirexsk #oecd #oecdforum #vsetkoprezdravie #laboratorium #diagnostika #technologie #tech #slovakia #francuzsko #france #pariz #vyskum","https://www.instagram.com/p/BxpP3jLn98v/","2019-05-19 14.42.06 2047237293661478703_OECDForum"
"#FRANCE,#PAR,#SLOVAKIA","2019","Od pondelka sme v Paríži 🌍 Medirex sa na kongrese OECD predstaví s virtuálnym laboratóriom 🔍 Návštevníci si môžu nechať urobiť vybrané vyšetrenia a výsledok dostanú do aplikácie v mobile 👏  #medirexsk #oecd #oecdforum #vsetkoprezdravie #laboratorium #diagnostika #technologie #tech #slovakia #francuzsko #france #pariz #vyskum","https://www.instagram.com/p/BxpP3jMHLOA/","2019-05-19 14.42.06 2047237303475909394_OECDForum"
"#ECONOMICS,#INTERNATIONAL,#PAR,#PARIS,#POLICY,#POLITICS","2019","Another day  another pass. #oecd #oecdforum #global #regulator #international #parisbound #offtoparis #madeinparis #epistemic #onmission #eprs #twodays #scholar #policyanalyst #policymaking #politics #regulatory #law #economics #picoftheday","https://www.instagram.com/p/BxpdwfdoX5b/","2019-05-19 16.43.27 2047298381283425883_OECDForum"
"","2019","Grandes momentos y reflexiones en el #oecdforum.","https://www.instagram.com/p/BxqHkGHIkiO/","2019-05-19 22.48.49 2047482247382190222_OECDForum"
"","2019","Grandes momentos y reflexiones en el #oecdforum.","https://www.instagram.com/p/BxqHkGIIdSE/","2019-05-19 22.48.49 2047482247398937732_OECDForum"
"","2019","Grandes momentos y reflexiones en el #oecdforum.","https://www.instagram.com/p/BxqHkGIIuPX/","2019-05-19 22.48.49 2047482247399007191_OECDForum"
"","2019","Grandes momentos y reflexiones en el #oecdforum.","https://www.instagram.com/p/BxqHkGIoH33/","2019-05-19 22.48.49 2047482247407238647_OECDForum"
"","2019","Grandes momentos y reflexiones en el #oecdforum.","https://www.instagram.com/p/BxqHkGJIjuR/","2019-05-19 22.48.49 2047482247415741329_OECDForum"
"","2019","Grandes momentos y reflexiones en el #oecdforum.","https://www.instagram.com/p/BxqHkGJoCXs/","2019-05-19 22.48.49 2047482247423993324_OECDForum"
"","2019","Grandes momentos y reflexiones en el #oecdforum.","https://www.instagram.com/p/BxqHkGKIjnH/","2019-05-19 22.48.49 2047482247432518087_OECDForum"
"","2019","Grandes momentos y reflexiones en el #oecdforum.","https://www.instagram.com/p/BxqHiwXjYar/","2019-05-19 22.48.49 2047482275760756061_OECDForum"
"","2019","Getting ready for the big day #OECDForum 2019 ‘A World in EMotion’ @the_oecd www.oecd.org/forum","https://www.instagram.com/p/BxqRUBgi3q9/","2019-05-20 00.13.57 2047525123393288893_OECDForum"
"","2019","The night before. . . putting the finishing touches to #OECDForum. Smiles all round with @goochyshoes & SG #angelgurria and the wonderful team from @supracafeesp & @samuelfricardor - keeping us fuelled ☕️ throughout the event! . . . #bumpandtheboys #oecdforum2019","https://www.instagram.com/p/Bxq03Qbo-c6/","2019-05-20 05.24.35 2047681476226705210_OECDForum"
